# spec	class	quietest_last_fire_in_1e8 (-1: EDGE/HALT)
0RB1LB_1RC0LA_0LD1RB_1LA1LD	DN	99532939
0RB1LB_1RC0LA_0LD1RB_1LB1LD	DN	99529234
0RB1LB_1RC0LA_0LD1RB_1RA1LD	DN	99532939
0RB1LB_1RC0LA_0LD1RB_1RB1LD	DN	99527122
0RB1LB_1RC0LA_0LD1RB_1RC1LD	DN	99530823
0RB1LB_1RC0LA_1LD0RA_1LB1LC	DN	99999990
0RB1LB_1RC0LA_1LD1RB_0LA1LD	DN	99529762
0RB1LB_1RC0LA_1LD1RB_0RA1LD	DN	99529762
0RB1LB_1RC0LA_1LD1RB_0RB1LD	DN	99532410
0RB1LB_1RC0LA_1LD1RB_0RC0LD	QH	0
0RB1LB_1RC0LA_1LD1RB_0RC1LD	DN	99527650
0RB1LB_1RC0LA_1LD1RB_1LA1LD	DN	99530818
0RB1LB_1RC0LA_1LD1RB_1LB1LD	DN	99357656
0RB1LB_1RC0LA_1LD1RB_1RA1LD	DN	99530818
0RB1LB_1RC0LA_1LD1RB_1RB1LD	DN	99356324
0RB1LB_1RC0LA_1LD1RB_1RC1LD	DN	99528706
0RB1LB_1RC0LA_1RD1RC_0LA1LD	SP	69877276
0RB1LB_1RC0LA_1RD1RC_1LA1LD	SP	69834074
0RB1LB_1RC0LC_1RD1LC_1LA1RD	QH	0
0RB1LB_1RC0LD_0LA1RB_0RB1LD	QH	0
0RB1LB_1RC0LD_0LA1RB_0RC1LD	SP	83885413
0RB1LB_1RC0LD_0LD0RD_1RA1LD	SP	44878542
0RB1LB_1RC0LD_0LD1RA_1RA1LD	SP	44821081
0RB1LB_1RC0LD_1LA0LC_1RD1RC	SP	89527539
0RB1LB_1RC0LD_1LA0RD_1RA1LD	SP	44878566
0RB1LB_1RC0LD_1LA1RA_1RA1LD	SP	44821034
0RB1LB_1RC0LD_1LA1RB_0RB1LD	QH	0
0RB1LB_1RC0LD_1LA1RC_0RC1LD	QH	0
0RB1LB_1RC0LD_1LA1RC_0RD0LA	DN	99999988
0RB1LB_1RC0LD_1LA1RC_1RC1LD	QH	0
0RB1LB_1RC0LD_1LD0RD_1RA1LD	SP	44845472
0RB1LB_1RC0LD_1LD1RA_1RA1LD	SP	44820974
0RB1LB_1RC0LD_1LD1RC_0RB1LA	SP	79691427
0RB1LB_1RC0LD_1LD1RC_0RC1LA	DN	92274291
0RB1LB_1RC0RD_0LD1RB_0LA1LD	DN	99465830
0RB1LB_1RC0RD_1RD1RC_0LA1LD	SP	69909594
0RB1LB_1RC1LA_0LA1RD_0LB0RD	QH	0
0RB1LB_1RC1LB_0LA0RD_0LB1RD	QH	0
0RB1LB_1RC1LB_0LA1RD_0LB0RC	SP	67108883
0RB1LB_1RC1LB_0LB1RD_0LA0RC	QH	0
0RB1LB_1RC1LB_0LB1RD_1LA0RC	QH	0
0RB1LB_1RC1LB_1LA0RD_0LB1RD	QH	0
0RB1LB_1RC1LB_1LA0RD_0LC1RD	DN	99801867
0RB1LB_1RC1LB_1LA1RD_0LB0RC	QH	3
0RB1LB_1RC1LD_1LA0RC_0LD0RB	DN	99999990
0RB1LB_1RC1LD_1LA1RC_0LA0LA	SP	58720128
0RB1LB_1RC1LD_1LA1RC_0RA0LA	SP	58720128
0RB1LB_1RC1LD_1LA1RC_0RC0LA	SP	79691426
0RB1LB_1RC1LD_1LA1RC_0RD0LA	SP	88079986
0RB1LB_1RC1LD_1LA1RC_1RB0LA	SP	58720170
0RB1LB_1RC1LD_1LA1RC_1RC0LA	SP	58720086
0RB1LB_1RC1RD_1LB0LA_1LC0RD	QH	0
0RB1LC_0LC0LD_1LA0RD_1RA1RC	SP	89576754
0RB1LC_0LC0RA_0LD1LD_1RB1LC	DN	99999987
0RB1LC_0LC0RB_1RD1LA_0LA1RB	QH	0
0RB1LC_0LC0RD_1LD0LA_1RB1RD	DN	99999972
0RB1LC_0LC0RD_1RB1LC_0LA1RD	DN	99807212
0RB1LC_0LC0RD_1RB1RD_1LA0LA	DN	99999990
0RB1LC_0LC0RD_1RD0LA_1RB1RA	SP	83884946
0RB1LC_0LC0RD_1RD1LC_0LA1RB	DN	92274490
0RB1LC_0LC1LC_0RD0LA_1LA1RD	DN	99999990
0RB1LC_0LC1RB_1LA0LD_1RA1RA	SP	50331505
0RB1LC_0LC1RB_1LA0LD_1RC1RA	SP	67108855
0RB1LC_0LC1RB_1LA0RD_1LC1RC	SP	88390449
0RB1LC_0LC1RB_1LA0RD_1RA1RC	SP	89544016
0RB1LC_0LC1RB_1LA0RD_1RC1RC	SP	89511251
0RB1LC_0LC1RB_1LA1LD_1RD0RB	SP	86093409
0RB1LC_0LC1RB_1LA1RD_0LA0RB	SP	78176229
0RB1LC_0LC1RB_1LA1RD_0RB0LA	DN	99995610
0RB1LC_0LC1RB_1LA1RD_0RB0RC	SP	44739255
0RB1LC_0LC1RB_1RD1LA_0LA0RD	DN	99999968
0RB1LC_0LC1RB_1RD1LC_0LA0RB	QH	0
0RB1LC_0LC1RB_1RD1LC_1LA0RB	QH	0
0RB1LC_0LC1RC_1LA0RD_0LA1RD	SP	83885414
0RB1LC_0LC1RC_1LA0RD_0LC1RD	QH	1
0RB1LC_0LC1RD_0RD0LA_1LA1RD	DN	92274491
0RB1LC_0LC1RD_0RD0LC_1LA1RB	QH	1
0RB1LC_0LC1RD_1LA0LA_1RA0RD	DN	99999983
0RB1LC_0LC1RD_1LA0LB_0RB1RB	SP	67108653
0RB1LC_0LC1RD_1LA1LB_0RB0LC	SP	89494880
0RB1LC_0LC1RD_1LA1LB_0RB0RC	SP	89511236
0RB1LC_0LC1RD_1RB1LC_0LA0RB	QH	0
0RB1LC_0LC1RD_1RB1LC_1LA0RB	QH	0
0RB1LC_0RC0RC_1LD1RB_1LA0LD	SP	50333591
0RB1LC_0RC1LB_1LA1RD_1RC0LB	QH	3
0RB1LC_0RC1LB_1LD1RC_1RA0LB	QH	0
0RB1LC_0RC1LB_1RD0LB_0LA1RC	QH	0
0RB1LC_0RC1LB_1RD0LB_1LA1RC	QH	0
0RB1LC_0RC1LD_1LB1RC_0RA0LB	QH	0
0RB1LC_0RC1LD_1LB1RC_1RA0LB	QH	0
0RB1LC_0RC1RB_1LB1LD_1LA0LA	SP	83885938
0RB1LC_0RC1RB_1LD0RA_1LA0LA	DN	99999962
0RB1LC_0RC1RB_1LD1LD_1LA0LA	SP	83885892
0RB1LC_0RC1RB_1LD1RD_1LA0LB	SP	78203713
0RB1LC_0RC1RC_1LA0LD_1LC1RB	SP	44747371
0RB1LC_0RC1RC_1LA0RD_0LA1RD	SP	44739024
0RB1LC_0RC1RC_1LA0RD_0LC1RD	QH	1
0RB1LC_0RC1RD_0RD0LC_1LA1RB	QH	1
0RB1LC_1LA0LC_1RB1RD_0RD0LA	DN	99999990
0RB1LC_1LA0LC_1RD0RD_1RB0LA	DN	99999990
0RB1LC_1LA0LC_1RD1LA_1RB1RD	SP	44722873
0RB1LC_1LA0RC_1LD1RB_0LA0LB	DN	99999984
0RB1LC_1LA0RC_1LD1RB_1LA0LB	DN	99999984
0RB1LC_1LA0RC_1LD1RB_1LA0LD	SP	88079272
0RB1LC_1LA1LC_0RD0LA_1LA1RD	DN	92274491
0RB1LC_1LA1RB_0LA0LA_------	SP	50331620
0RB1LC_1LA1RB_0LA0LD_0LA1LD	SP	89543946
0RB1LC_1LA1RB_0LA0LD_0RA0LA	DN	99999956
0RB1LC_1LA1RB_0LA0LD_0RB1LD	DN	99815429
0RB1LC_1LA1RB_0LA0LD_0RD0LA	DN	99999926
0RB1LC_1LA1RB_0LA0LD_1LA1LD	SP	89511234
0RB1LC_1LA1RB_0LA0LD_1RB1LD	SP	89478522
0RB1LC_1LA1RB_0LA1LD_0LA0LA	SP	67108777
0RB1LC_1LA1RB_0LA1LD_0LA0RA	SP	83885914
0RB1LC_1LA1RB_0LA1LD_0LA0RC	SP	83885905
0RB1LC_1LA1RB_0LA1LD_0RA0LA	SP	67108828
0RB1LC_1LA1RB_0LA1LD_0RA0RA	SP	83885956
0RB1LC_1LA1RB_0LA1LD_0RB0LA	SP	58720129
0RB1LC_1LA1RB_0LA1LD_0RB0RA	SP	71302996
0RB1LC_1LA1RB_0LA1LD_0RD0LA	SP	67108649
0RB1LC_1LA1RB_0LA1LD_0RD0RA	DN	99999989
0RB1LC_1LA1RB_0LA1LD_1LA0LA	SP	67108735
0RB1LC_1LA1RB_0LA1LD_1LA0RA	SP	83885872
0RB1LC_1LA1RB_0LA1LD_1RB0LA	SP	67108693
0RB1LC_1LA1RB_0LA1LD_1RB0RA	SP	83885830
0RB1LC_1LA1RB_0LA1LD_1RC0LA	SP	67108819
0RB1LC_1LA1RB_0LA1LD_1RC0RA	SP	83885998
0RB1LC_1LA1RB_0LD0LA_0RA---	DN	99999986
0RB1LC_1LA1RB_0LD0LA_0RB---	SP	50331620
0RB1LC_1LA1RB_0LD0LA_0RD0LA	SP	83885878
0RB1LC_1LA1RB_0LD0LA_0RD1LA	SP	75497274
0RB1LC_1LA1RB_0LD0LA_0RD1LB	SP	50331664
0RB1LC_1LA1RB_0LD0LA_0RD1RA	QH	32
0RB1LC_1LA1RB_0LD0LA_0RD1RB	DN	92274492
0RB1LC_1LA1RB_0LD0LA_1LB---	SP	33554419
0RB1LC_1LA1RB_0LD0LA_1RA0LB	SP	67108928
0RB1LC_1LA1RB_0LD0LA_1RA0LD	SP	50331669
0RB1LC_1LA1RB_0LD0LA_1RA0RA	DN	99999986
0RB1LC_1LA1RB_0LD0LA_1RA0RB	SP	50331588
0RB1LC_1LA1RB_0LD0LA_1RA0RC	SP	75497273
0RB1LC_1LA1RB_0LD0LA_1RA0RD	SP	50331677
0RB1LC_1LA1RB_0LD0LA_1RA1LB	SP	67108722
0RB1LC_1LA1RB_0LD0LA_1RA1LD	SP	67108771
0RB1LC_1LA1RB_0LD0LA_1RA1RA	QH	7
0RB1LC_1LA1RB_0LD0LA_1RC0RA	SP	75497275
0RB1LC_1LA1RB_0LD0LA_1RC0RB	SP	50331665
0RB1LC_1LA1RB_0LD0LA_1RC1LB	SP	33554442
0RB1LC_1LA1RB_0LD0LA_1RC1RA	QH	7
0RB1LC_1LA1RB_0LD0LA_1RD0RB	SP	58720239
0RB1LC_1LA1RB_0LD0LA_1RD1RA	QH	58
0RB1LC_1LA1RB_0LD0LC_1RD1RA	QH	19
0RB1LC_1LA1RB_0LD0LD_0RB1LD	DN	99815429
0RB1LC_1LA1RB_0LD0RA_0RB1LD	DN	99531881
0RB1LC_1LA1RB_0LD1LD_0RA0LA	DN	99999988
0RB1LC_1LA1RB_0LD1LD_0RA0LC	DN	99999990
0RB1LC_1LA1RB_0LD1LD_0RB0LA	SP	58720129
0RB1LC_1LA1RB_0LD1LD_0RD0LA	SP	67108446
0RB1LC_1LA1RB_0LD1LD_1LB0LA	SP	44739183
0RB1LC_1LA1RB_0RB0LA_------	SP	83885886
0RB1LC_1LA1RB_0RB0LD_0LA1LD	SP	89576743
0RB1LC_1LA1RB_0RB0LD_0RB0LA	DN	99999976
0RB1LC_1LA1RB_0RB0LD_0RB0LC	DN	99999964
0RB1LC_1LA1RB_0RB0LD_0RB1LA	DN	99999960
0RB1LC_1LA1RB_0RB0LD_0RB1LD	DN	99313900
0RB1LC_1LA1RB_0RB0LD_1LA1LD	SP	89544005
0RB1LC_1LA1RB_0RB0LD_1RB1LD	QH	2
0RB1LC_1LA1RB_0RB1LD_0LA0LA	SP	75497169
0RB1LC_1LA1RB_0RB1LD_0LA0RC	DN	92274251
0RB1LC_1LA1RB_0RB1LD_0LB0LA	SP	83886028
0RB1LC_1LA1RB_0RB1LD_0LC0LA	SP	75497301
0RB1LC_1LA1RB_0RB1LD_0RA0LA	SP	67108452
0RB1LC_1LA1RB_0RB1LD_0RA0LC	DN	99999964
0RB1LC_1LA1RB_0RB1LD_0RB0LA	SP	62914152
0RB1LC_1LA1RB_0RB1LD_0RB0LC	DN	99999970
0RB1LC_1LA1RB_0RB1LD_0RB0LD	DN	99999984
0RB1LC_1LA1RB_0RB1LD_0RD0LA	SP	71302752
0RB1LC_1LA1RB_0RB1LD_0RD0LC	DN	99999990
0RB1LC_1LA1RB_0RB1LD_1LA0LA	SP	75497127
0RB1LC_1LA1RB_0RB1LD_1LB0LA	SP	83885940
0RB1LC_1LA1RB_0RB1LD_1LC0LA	SP	75497259
0RB1LC_1LA1RB_0RB1LD_1RB0LA	SP	75497085
0RB1LC_1LA1RB_0RB1LD_1RC0LA	SP	75497211
0RB1LC_1LA1RB_0RB1LD_1RD0LA	SP	75497385
0RB1LC_1LA1RB_0RC0LA_------	SP	75497274
0RB1LC_1LA1RB_0RC0LD_0RB0LA	DN	99999983
0RB1LC_1LA1RB_0RC0LD_0RB1LA	DN	99999962
0RB1LC_1LA1RB_0RC0LD_0RB1LD	DN	99315576
0RB1LC_1LA1RB_0RC1LD_0LA0LA	SP	67108821
0RB1LC_1LA1RB_0RC1LD_0LA0RC	SP	83885949
0RB1LC_1LA1RB_0RC1LD_0RB0LA	SP	83885664
0RB1LC_1LA1RB_0RC1LD_0RB0LD	DN	99999982
0RB1LC_1LA1RB_0RC1LD_0RD0LA	SP	67108446
0RB1LC_1LA1RB_0RC1LD_1LA0LA	SP	67108735
0RB1LC_1LA1RB_0RC1LD_1LB0LA	SP	67108810
0RB1LC_1LA1RB_0RC1LD_1RB0LA	SP	67108649
0RB1LC_1LA1RB_0RC1LD_1RC0LA	SP	67108907
0RB1LC_1LA1RB_0RD0LA_---0LA	SP	75497274
0RB1LC_1LA1RB_0RD0LA_---1LA	DN	99999986
0RB1LC_1LA1RB_0RD0LA_---1LB	SP	50331620
0RB1LC_1LA1RB_0RD0LA_---1RB	SP	83885886
0RB1LC_1LA1RB_0RD0LA_0LA0LC	SP	83885879
0RB1LC_1LA1RB_0RD0LA_0LA1LD	SP	50331664
0RB1LC_1LA1RB_0RD0LA_0LB1RD	DN	92274492
0RB1LC_1LA1RB_0RD0LA_0RB0LD	SP	75497274
0RB1LC_1LA1RB_0RD0LA_0RB1LD	DN	92274492
0RB1LC_1LA1RB_0RD0LA_0RC1LD	SP	83885878
0RB1LC_1LA1RB_0RD0LA_1LA0LC	SP	75497275
0RB1LC_1LA1RB_0RD0LA_1LA1LD	SP	50331620
0RB1LC_1LA1RB_0RD0LA_1LA1RD	SP	83885886
0RB1LC_1LA1RB_0RD0LA_1LB0LC	SP	50331665
0RB1LC_1LA1RB_0RD0LA_1LB0RD	DN	99999988
0RB1LC_1LA1RB_0RD0LA_1LB1RD	SP	79691578
0RB1LC_1LA1RB_0RD0LA_1LC1RD	DN	99999962
0RB1LC_1LA1RB_0RD0LA_1RA1LD	SP	50331708
0RB1LC_1LA1RB_0RD0LA_1RB0LC	DN	92274492
0RB1LC_1LA1RB_0RD0LA_1RB1LD	SP	50331576
0RB1LC_1LA1RB_0RD0LA_1RB1RD	SP	75497274
0RB1LC_1LA1RB_0RD0LC_1RD0LA	DN	99999990
0RB1LC_1LA1RB_0RD0LD_0LA1LD	SP	89543970
0RB1LC_1LA1RB_0RD0LD_0RB0LA	DN	99999938
0RB1LC_1LA1RB_0RD0LD_0RB1LA	DN	99999968
0RB1LC_1LA1RB_0RD0LD_0RB1LD	DN	99314738
0RB1LC_1LA1RB_0RD0LD_1LA1LD	SP	89511234
0RB1LC_1LA1RB_0RD0LD_1RB1LD	QH	2
0RB1LC_1LA1RB_0RD1LD_0LA0LA	DN	92274377
0RB1LC_1LA1RB_0RD1LD_0LB0LA	SP	58720118
0RB1LC_1LA1RB_0RD1LD_0RA0LA	SP	83885656
0RB1LC_1LA1RB_0RD1LD_0RB0LA	SP	71302756
0RB1LC_1LA1RB_0RD1LD_0RB0LD	DN	99999964
0RB1LC_1LA1RB_0RD1LD_0RD0LA	SP	79691356
0RB1LC_1LA1RB_0RD1LD_1LA0LA	DN	92274335
0RB1LC_1LA1RB_0RD1LD_1LB0LA	SP	58719950
0RB1LC_1LA1RB_0RD1LD_1LC0LA	DN	92274555
0RB1LC_1LA1RB_0RD1LD_1RB0LA	DN	92274293
0RB1LC_1LA1RB_0RD1LD_1RC0LA	DN	92274419
0RB1LC_1LA1RB_0RD1LD_1RD0LA	DN	92274765
0RB1LC_1LA1RB_1LA0LA_------	SP	50331576
0RB1LC_1LA1RB_1LA0LD_0LA1LD	SP	89543922
0RB1LC_1LA1RB_1LA0LD_0RA0LA	DN	99999965
0RB1LC_1LA1RB_1LA0LD_0RB1LD	DN	99814371
0RB1LC_1LA1RB_1LA0LD_0RD0LA	DN	99999978
0RB1LC_1LA1RB_1LA0LD_1LA1LD	SP	89511210
0RB1LC_1LA1RB_1LA0LD_1RB1LD	SP	89478498
0RB1LC_1LA1RB_1LA0RD_0LB1RC	DN	99530823
0RB1LC_1LA1RB_1LA0RD_0LC1RC	DN	99530823
0RB1LC_1LA1RB_1LA0RD_0LC1RD	SP	50331484
0RB1LC_1LA1RB_1LA0RD_0LD1RC	DN	99810135
0RB1LC_1LA1RB_1LA0RD_1LB1RC	SP	88366154
0RB1LC_1LA1RB_1LA0RD_1LC1RC	SP	88366154
0RB1LC_1LA1RB_1LA0RD_1LD1RC	SP	89511211
0RB1LC_1LA1RB_1LA0RD_1RB1RC	SP	89478499
0RB1LC_1LA1RB_1LA0RD_1RC1RC	SP	89478499
0RB1LC_1LA1RB_1LA1LD_0LA0LA	SP	67108733
0RB1LC_1LA1RB_1LA1LD_0LA0RC	SP	83885861
0RB1LC_1LA1RB_1LA1LD_0RA0LA	SP	67108740
0RB1LC_1LA1RB_1LA1LD_0RB0LA	SP	58720087
0RB1LC_1LA1RB_1LA1LD_0RD0LA	SP	67108607
0RB1LC_1LA1RB_1LA1LD_1LA0LA	SP	67108691
0RB1LC_1LA1RB_1LA1LD_1RB0LA	SP	67108649
0RB1LC_1LA1RB_1LA1LD_1RC0LA	SP	67108775
0RB1LC_1LA1RB_1LA1RD_0LB0RC	SP	44739206
0RB1LC_1LA1RB_1LB0LD_0LA1LD	SP	50356107
0RB1LC_1LA1RB_1LB0LD_0RB1LD	DN	99391958
0RB1LC_1LA1RB_1LB0LD_1LA1LD	SP	50331609
0RB1LC_1LA1RB_1LB0LD_1RB1LD	SP	50307111
0RB1LC_1LA1RB_1LB1LD_---0LA	SP	67108766
0RB1LC_1LA1RB_1LB1LD_0LA0RC	SP	83885934
0RB1LC_1LA1RB_1LD0LA_0RB---	SP	50331576
0RB1LC_1LA1RB_1LD0LA_0RC---	SP	50331664
0RB1LC_1LA1RB_1LD0LA_0RD0LA	SP	50331664
0RB1LC_1LA1RB_1LD0LA_0RD0RB	DN	92274492
0RB1LC_1LA1RB_1LD0LA_0RD0RC	SP	83885878
0RB1LC_1LA1RB_1LD0LA_0RD1LA	SP	50331620
0RB1LC_1LA1RB_1LD0LA_0RD1RA	SP	50331708
0RB1LC_1LA1RB_1LD0LA_0RD1RB	SP	50331576
0RB1LC_1LA1RB_1LD0LA_1LB---	SP	33554331
0RB1LC_1LA1RB_1LD0LA_1RD0RB	SP	50331546
0RB1LC_1LA1RB_1LD0LA_1RD0RC	SP	50331714
0RB1LC_1LA1RB_1LD0LD_0LA1LD	SP	50356129
0RB1LC_1LA1RB_1LD0LD_0RB1LD	QH	2
0RB1LC_1LA1RB_1LD0LD_0RD0LA	DN	99999987
0RB1LC_1LA1RB_1LD0LD_1LA1LD	SP	50331609
0RB1LC_1LA1RB_1LD0LD_1RB1LD	QH	2
0RB1LC_1LA1RB_1LD0RA_0LA0LA	SP	83885979
0RB1LC_1LA1RB_1LD0RA_0RB0LA	SP	75497039
0RB1LC_1LA1RB_1LD0RA_0RD0LA	DN	99999989
0RB1LC_1LA1RB_1LD0RA_1LA0LA	SP	83885935
0RB1LC_1LA1RB_1LD0RA_1RB0LA	SP	83885891
0RB1LC_1LA1RB_1LD0RA_1RC0LA	SP	83886067
0RB1LC_1LA1RB_1LD1LD_0LA0LA	SP	67108810
0RB1LC_1LA1RB_1LD1LD_0LA0RC	SP	83885978
0RB1LC_1LA1RB_1LD1LD_0RB0LA	SP	58720087
0RB1LC_1LA1RB_1LD1LD_0RD0LA	SP	67108691
0RB1LC_1LA1RB_1LD1LD_1LA0LA	SP	67108766
0RB1LC_1LA1RB_1LD1LD_1RB0LA	SP	67108722
0RB1LC_1LA1RB_1LD1LD_1RC0LA	SP	67108854
0RB1LC_1LA1RB_1RA0LA_------	SP	50331664
0RB1LC_1LA1RB_1RA0LD_0RB1LD	DN	99816487
0RB1LC_1LA1RB_1RA1LD_0LA0LA	SP	67108854
0RB1LC_1LA1RB_1RA1LD_0LA0RC	SP	83886022
0RB1LC_1LA1RB_1RA1LD_0LC0LA	SP	44739106
0RB1LC_1LA1RB_1RA1LD_0RB0LA	SP	58720129
0RB1LC_1LA1RB_1RA1LD_0RD0LA	SP	67108733
0RB1LC_1LA1RB_1RA1LD_1LA0LA	SP	67108810
0RB1LC_1LA1RB_1RA1LD_1RB0LA	SP	67108766
0RB1LC_1LA1RB_1RA1LD_1RC0LA	SP	67108898
0RB1LC_1LA1RB_1RB0LA_------	SP	50331532
0RB1LC_1LA1RB_1RB0LD_0LA1LD	SP	89543898
0RB1LC_1LA1RB_1RB0LD_0RA0LA	DN	99999968
0RB1LC_1LA1RB_1RB0LD_0RA1LD	SP	89609652
0RB1LC_1LA1RB_1RB0LD_0RB1LD	QH	2
0RB1LC_1LA1RB_1RB0LD_0RD0LA	DN	99999960
0RB1LC_1LA1RB_1RB0LD_1LA1LD	SP	89511186
0RB1LC_1LA1RB_1RB0LD_1RB1LD	QH	2
0RB1LC_1LA1RB_1RB1LD_0LA0LA	SP	67108689
0RB1LC_1LA1RB_1RB1LD_0LA0RC	SP	83885817
0RB1LC_1LA1RB_1RB1LD_0RA0LA	SP	67108652
0RB1LC_1LA1RB_1RB1LD_0RB0LA	SP	58720045
0RB1LC_1LA1RB_1RB1LD_0RD0LA	SP	67108565
0RB1LC_1LA1RB_1RB1LD_1LA0LA	SP	67108647
0RB1LC_1LA1RB_1RB1LD_1RB0LA	SP	67108605
0RB1LC_1LA1RB_1RB1LD_1RC0LA	SP	67108731
0RB1LC_1LA1RB_1RC1LD_0LA0LA	SP	67108821
0RB1LC_1LA1RB_1RC1LD_0LA0RC	SP	83885993
0RB1LC_1LA1RB_1RC1LD_0RA0LA	SP	67108916
0RB1LC_1LA1RB_1RC1LD_0RB0LA	SP	58720171
0RB1LC_1LA1RB_1RC1LD_0RD0LA	SP	67108691
0RB1LC_1LA1RB_1RC1LD_1LA0LA	SP	67108779
0RB1LC_1LA1RB_1RC1LD_1RB0LA	SP	67108737
0RB1LC_1LA1RB_1RC1LD_1RC0LA	SP	67108863
0RB1LC_1LA1RB_1RD0LA_---1LB	SP	50331576
0RB1LC_1LA1RB_1RD0LA_---1LC	SP	50331664
0RB1LC_1LA1RB_1RD0LA_---1RB	SP	50331532
0RB1LC_1LA1RB_1RD0LA_---1RC	SP	50332491
0RB1LC_1LA1RB_1RD0LA_0LA1RD	SP	50331720
0RB1LC_1LA1RB_1RD0LA_0LB1RD	SP	50331576
0RB1LC_1LA1RB_1RD0LA_0RA0LD	SP	83885878
0RB1LC_1LA1RB_1RD0LA_0RB1LD	SP	50331620
0RB1LC_1LA1RB_1RD0LA_0RC1LD	SP	50331708
0RB1LC_1LA1RB_1RD0LA_1LA1RD	SP	50331532
0RB1LC_1LA1RB_1RD0LA_1LB1LD	SP	33554353
0RB1LC_1LA1RB_1RD0LA_1LB1RD	SP	50331419
0RB1LC_1LA1RB_1RD0LA_1RB1RD	SP	50331377
0RB1LC_1LA1RB_1RD0LD_0LA1LD	SP	50356151
0RB1LC_1LA1RB_1RD0LD_0RB1LD	QH	2
0RB1LC_1LA1RB_1RD0LD_1LA1LD	SP	50331631
0RB1LC_1LA1RB_1RD0LD_1RB1LD	QH	2
0RB1LC_1LA1RC_0LC1RD_1RB0RD	QH	2
0RB1LC_1LA1RC_1LA0RD_0LA1RD	SP	55923733
0RB1LC_1LA1RC_1LA0RD_0LC1RD	QH	1
0RB1LC_1LA1RC_1LD0RC_0LA0LC	DN	99996657
0RB1LC_1LA1RC_1RB0LD_0RB1LD	SP	50330030
0RB1LC_1LA1RC_1RB0LD_0RC1LD	QH	2
0RB1LC_1LC---_0RD0LA_1LA1RD	SP	83885884
0RB1LC_1LC0LA_0RD1LB_1LA1RD	DN	99999988
0RB1LC_1LC0LA_0RD1LC_1LB1RD	DN	99805878
0RB1LC_1LC0LC_0RD1LA_1RD1RB	SP	78176230
0RB1LC_1LC0LC_1RD1LA_1RB1RD	SP	44657495
0RB1LC_1LC0LD_0RD0LA_1RB1RD	DN	99999962
0RB1LC_1LC0LD_1LA0RD_1RA1RC	SP	65816467
0RB1LC_1LC0RA_1LD---_1RB0LC	QH	1
0RB1LC_1LC0RA_1RA1LD_0LC---	QH	1
0RB1LC_1LC0RC_0LD0LA_1RA1RB	DN	99964459
0RB1LC_1LC0RC_1LD1RB_1LA0LD	SP	50334093
0RB1LC_1LC0RD_1LA0LC_1RB1LD	DN	99998398
0RB1LC_1LC0RD_1LA0LC_1RB1RA	SP	83885979
0RB1LC_1LC0RD_1LA0LC_1RB1RD	DN	99999989
0RB1LC_1LC0RD_1LA1RB_1RC0LC	DN	99999971
0RB1LC_1LC0RD_1RD0LC_1LA1RB	DN	99976260
0RB1LC_1LC1LA_0RD0LA_1RB1RD	DN	99999986
0RB1LC_1LC1LB_0RD0LA_1RB1RD	SP	17455331
0RB1LC_1LC1RA_0LD0LB_1LA0RB	SP	22844007
0RB1LC_1LC1RA_0LD0LB_1LA1LD	SP	22829347
0RB1LC_1LC1RA_0LD0LB_1LA1RD	QH	7968795
0RB1LC_1LC1RA_1LD0LB_1RB0LA	QH	7972431
0RB1LC_1LC1RA_1LD0LB_1RB1LC	QH	7965161
0RB1LC_1LC1RA_1LD0LB_1RC0LA	QH	7968795
0RB1LC_1LC1RA_1LD0LB_1RC1LC	QH	7961525
0RB1LC_1LC1RA_1RD1LB_0LC0RD	QH	0
0RB1LC_1LC1RB_0LD0LA_1RA0RA	DN	99999987
0RB1LC_1LC1RB_0LD0LA_1RA0RC	DN	99999987
0RB1LC_1LC1RB_0LD0LA_1RD1RA	QH	4
0RB1LC_1LC1RB_0LD1LD_0RA0LA	DN	99999979
0RB1LC_1LC1RB_0LD1RD_1LA0RB	SP	44804692
0RB1LC_1LC1RB_0RB0LD_0RB1LA	DN	99999974
0RB1LC_1LC1RB_0RB1LD_0RA0LA	DN	99999968
0RB1LC_1LC1RB_0RB1LD_0RA0LC	QH	0
0RB1LC_1LC1RB_0RB1LD_0RB0LA	DN	99999960
0RB1LC_1LC1RB_0RB1LD_0RD0LA	DN	99999962
0RB1LC_1LC1RB_0RC1LD_0RB0LA	DN	99999989
0RB1LC_1LC1RB_0RD0LA_1LB1RD	DN	99999985
0RB1LC_1LC1RB_0RD0LA_1RB1RD	DN	99999990
0RB1LC_1LC1RB_1LA0RD_0LA1RC	SP	88366132
0RB1LC_1LC1RB_1LA0RD_0LA1RD	SP	67108741
0RB1LC_1LC1RB_1LA0RD_0LC1RC	DN	99527104
0RB1LC_1LC1RB_1LA0RD_0LD1RC	DN	99805358
0RB1LC_1LC1RB_1LA0RD_1LC1RC	SP	88341904
0RB1LC_1LC1RB_1LA0RD_1LD1RC	SP	50380734
0RB1LC_1LC1RB_1LA0RD_1RA1RC	SP	57280643
0RB1LC_1LC1RB_1LA0RD_1RC1RC	SP	50356214
0RB1LC_1LC1RC_1LA0RD_0LA1RD	SP	67108189
0RB1LC_1LC1RC_1LA0RD_0LC1RD	QH	1
0RB1LC_1LC1RC_1RA0LD_0RA1LD	SP	83885819
