# spec	subclass	growth_exp_1e6_1e8	live_density_1e8	quiet_pins_1e8	qc_result
1RB0LD_1LC1RD_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1RC---_1LA0RB_0LA1RB	counter_new	0.073	dense	A0@0	boarded
1RB0LD_1RC---_1LD1RA_0RB0LD	counter_new	0.075	dense	A1@12	boarded
1RB0LD_1RC---_1LD1RB_0RC0LA	counter_new	0.062	dense	A0@0	boarded
1RB0LD_1RC0LA_1LD1RB_0RB0LD	counter_boxfail	0.073	dense	A0@0,A1@13,B1@12	-
1RB0LD_1RC0LA_1LD1RB_0RC1LA	counter_boxfail	0.073	dense	A0@0	-
1RB0LD_1RC0LD_1LA1RB_0RB1LD	counter_new	0.061	sparse	A0@0	boarded
1RB0LD_1RC0LD_1LA1RB_0RC1LD	counter_new	0.071	sparse	A0@0	boarded
1RB0LD_1RC0RB_0LA0RD_1LD1LB	sweep_counter	0.334	dense	A0@0	-
1RB0LD_1RC0RB_1LA0LB_0LD1RB	counter_new	0.068	dense	A0@0	boarded
1RB0LD_1RC0RB_1LA1LB_0LD1RB	counter_new	0.073	dense	A0@0	boarded
1RB0LD_1RC0RB_1LA1RB_1LC0LD	counter_boxfail	0.061	dense	A0@18	-
1RB0LD_1RC0RC_1LA1RC_1RB1LD	sweep_counter	0.333	dense	A0@8	-
1RB0LD_1RC1LA_1LB1RC_0RC1LD	sweep_counter	0.334	dense	A0@0	-
1RB0LD_1RC1LA_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
1RB0LD_1RC1LC_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1RC1LC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1RC1LD_0LD0RC_1LB0LA	counter_boxfail	0.070	dense	A0@0,A1@4,D1@3	-
1RB0LD_1RC1LD_0LD0RC_1LB1LA	counter_boxfail	0.070	dense	A0@0,A1@4,D1@3	-
1RB0LD_1RC1LD_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1RC1LD_1RD0RC_1LB1LA	counter_new	0.068	dense	A0@0	boarded
1RB0LD_1RC1RA_1LD1RC_0RC1LA	counter_new	0.066	sparse	B0@1	boarded
1RB0LD_1RC1RB_0LA0RB_1LB1LA	counter_boxfail	0.075	dense	A0@5	-
1RB0LD_1RC1RC_1LA1RC_0RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB0LD_1RC1RC_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1RC1RC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1RC1RD_1LA0LC_0RD1LC	counter_new	0.070	dense	A1@3,B0@1	boarded
1RB0LD_1RC1RD_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0RA_1LC1LD_1RC0LD_0LC1RA	counter_new	0.070	dense	C0@6	boarded
1RB0RA_1LC1RA_1RA0LD_1LB0LC	counter_boxfail	0.065	dense	C0@20	-
1RB0RA_1LC1RA_1RA0LD_1LB0LD	counter_boxfail	0.065	dense	C0@20	-
1RB0RA_1RC1LD_1LD0RA_1LB0LD	counter_boxfail	0.065	dense	C0@13	-
1RB0RB_0LB1RC_1LD0RC_0LD1LA	counter_new	0.057	dense	B0@1	boarded
1RB0RB_0LC0LD_0RC1LD_1LA1RC	counter_new	0.065	dense	B0@1	boarded
1RB0RB_0LC0RA_1LD1RC_1RA1LC	counter_new	0.073	dense	A0@0,C1@2	boarded
1RB0RB_0LC0RA_1RB1LD_1LC---	counter_new	0.062	dense	A0@0	boarded
1RB0RB_0LC0RA_1RB1LD_1RA1LC	counter_boxfail	0.068	dense	A0@0	-
1RB0RB_0LC0RB_1LD1RC_1RA1LC	counter_new	0.073	dense	A0@0,C1@2	boarded
1RB0RB_0LC1RA_1RB1LD_1LC0RA	counter_boxfail	0.073	dense	A0@0	-
1RB0RB_0LC1RB_1LB1LD_1RA1LD	sweep_counter	0.332	dense	A0@0	-
1RB0RB_0LC1RB_1LC1LD_1RA1LD	sweep_counter	0.332	dense	A0@0	-
1RB0RB_0LC1RB_1LD0RB_1RA1LC	counter_new	0.061	sparse	A0@0	boarded
1RB0RB_0LC1RB_1LD1LD_1RA1LD	sweep_counter	0.332	dense	A0@0	-
1RB0RB_0LC1RB_1RA1LD_1LC0RB	counter_new	0.071	sparse	A0@0	boarded
1RB0RB_0LC1RB_1RB1LD_1RA1LD	sweep_counter	0.332	dense	A0@0	-
1RB0RB_0LC1RD_0LC1LA_1LC0RD	counter_new	0.057	dense	B0@1	boarded
1RB0RB_0LC1RD_1RB1LC_0LA0RB	counter_new	0.072	sparse	A0@0	boarded
1RB0RB_0LC1RD_1RB1LC_1RC1RA	counter_boxfail	0.076	sparse	A0@0	-
1RB0RB_0RC0LA_1LD1RC_0LD1RB	counter_new	0.064	dense	A0@0	boarded
1RB0RB_0RC0LC_1LD0RB_1LD1RA	counter_new	0.075	dense	A0@0	boarded
1RB0RB_0RC0LD_0RD0RA_1LD1RB	counter_new	0.077	sparse	A0@0	no anchor
1RB0RB_0RC0LD_0RD0RA_1LD1RC	counter_new	0.066	sparse	A0@0	no anchor
1RB0RB_0RC0LD_0RD0RB_1LD1RA	counter_new	0.077	sparse	A0@0	boarded
1RB0RB_0RC0LD_1LD0RB_1LD1RA	counter_new	0.075	sparse	A0@0	boarded
1RB0RB_0RC0RA_1LD1LC_0LD1RB	counter_new	0.078	dense	A0@0	no interior chain
1RB0RB_0RC0RD_1LC1RA_0RB0LC	counter_new	0.075	sparse	A0@0	boarded
1RB0RB_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.334	dense	A1@4	-
1RB0RB_0RC1RC_1LD0RC_0LD1LA	counter_new	0.057	dense	B0@1	boarded
1RB0RB_0RC1RD_0LC1LA_1LC0RD	counter_new	0.057	dense	B0@1	boarded
1RB0RB_1LA1LC_0LD0LC_1RD1RB	bouncer_hybrid	0.495	sparse	A0@0	-
1RB0RB_1LA1LC_1LB0RD_0LB1RD	counter_new	0.073	sparse	A1@2	boarded
1RB0RB_1LA1LC_1LB0RD_0LC1RD	counter_new	0.062	sparse	A1@2	boarded
1RB0RB_1LA1RC_0LD0RB_1RB1LD	counter_new	0.073	sparse	A1@2	boarded
1RB0RB_1LA1RC_1LD0RC_0LD1LA	counter_new	0.057	dense	B0@1	boarded
1RB0RB_1LB0LC_1LA1RD_0RD1LC	counter_new	0.068	dense	B0@1	boarded
1RB0RB_1LB1LC_1RA1RD_0LB0RD	sweep_counter	0.334	dense	A0@0	-
1RB0RB_1LB1LC_1RA1RD_0RB0RD	bouncer_hybrid	0.503	sparse	A0@0	-
1RB0RB_1LB1LC_1RA1RD_1LB0RD	bouncer_hybrid	0.485	sparse	A0@0	-
1RB0RB_1LB1RC_0LD1RC_1RA1LD	sweep_counter	0.333	dense	A0@0	-
1RB0RB_1LB1RC_1LA1LD_0RC0LD	counter_new	0.068	dense	B0@1	boarded
1RB0RB_1LB1RC_1LD0RC_0LD1LA	counter_new	0.057	dense	B0@1	boarded
1RB0RB_1LC0LD_0RC1LD_1LA1RC	counter_new	0.065	dense	B0@1	boarded
1RB0RB_1LC0RA_1LD1RA_0LD1RB	counter_new	0.071	dense	A0@0	no interior chain
1RB0RB_1LC0RB_0LD1RA_0LD1RB	counter_new	0.068	dense	A0@0	boarded
1RB0RB_1LC0RB_0LD1RA_1LC1RB	counter_new	0.073	dense	A0@0	no interior chain
1RB0RB_1LC0RB_0LD1RA_1LC1RD	counter_new	0.073	dense	A0@0	no interior chain
1RB0RB_1LC0RB_0LD1RA_1LD1RB	sweep_counter	0.332	dense	A0@0	-
1RB0RB_1LC0RB_1LD1RA_0LD1RB	counter_new	0.071	dense	A0@0	no interior chain
1RB0RB_1LC0RB_1LD1RB_0LC1RA	counter_new	0.070	sparse	A0@0	boarded
1RB0RB_1LC0RB_1LD1RC_0LC1RA	counter_new	0.069	sparse	A0@0	boarded
1RB0RB_1LC0RD_1LC1RA_0RB0LB	counter_new	0.073	dense	A0@0	boarded
1RB0RB_1LC0RD_1LC1RA_0RB0LC	counter_new	0.073	sparse	A0@0	boarded
1RB0RB_1LC1LD_0LC1RB_0RA1RA	counter_new	0.060	dense	A0@0	boarded
1RB0RB_1LC1RA_0RB0LC_------	counter_boxfail	0.060	dense	A1@7	-
1RB0RB_1LC1RA_1LB0LD_1RC0LC	counter_new	0.073	dense	D0@3	boarded
1RB0RB_1LC1RA_1LD0LC_0RA1RD	counter_boxfail	0.064	dense	D1@23	-
1RB0RB_1LC1RA_1LD0LC_1RA1LA	counter_boxfail	0.068	dense	D0@4	-
1RB0RB_1LC1RD_0LB1RA_1LB0RD	counter_new	0.070	dense	A0@0	boarded
1RB0RB_1LC1RD_0LC1LA_1LC0RD	counter_new	0.057	dense	B0@1	boarded
1RB0RB_1LC1RD_0LC1RB_0LA1LA	counter_new	0.060	dense	A0@0	boarded
1RB0RB_1LC1RD_0LC1RB_1LD0RA	counter_new	0.075	dense	A0@0	boarded
1RB0RB_1LC1RD_0RB0LC_1RB0LA	counter_boxfail	0.061	dense	A0@0,A1@8,D1@7	-
1RB0RB_1LC1RD_0RB0LC_1RB1LA	counter_boxfail	0.061	dense	A0@0,A1@8,D1@7	-
1RB0RB_1LC1RD_0RD0LC_1LA1LC	counter_new	0.068	dense	B0@1	boarded
1RB0RB_1LC1RD_0RD0LC_1LC1RA	counter_boxfail	0.062	dense	A1@7	-
1RB0RB_1RC---_1LD1RA_0RB0LD	counter_new	0.071	dense	A1@12	boarded
1RB0RB_1RC0LA_1LD1RB_0RB0LD	counter_boxfail	0.070	dense	A0@0,A1@13,B1@12	-
1RB0RB_1RC0LD_1LB0LA_0LD1RB	counter_new	0.068	dense	A0@0	boarded
1RB0RB_1RC0RA_1LC1LD_0LD1RB	counter_new	0.073	dense	A0@0	boarded
1RB0RB_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
1RB0RB_1RC1LD_0LB0RC_1LB0RA	counter_boxfail	0.062	dense	A0@0,A1@5,D1@4	-
1RB0RB_1RC1LD_0LB0RC_1LB1RA	counter_boxfail	0.062	dense	A0@0,A1@5,D1@4	-
1RB0RB_1RC1LD_1LA0LA_0LD1RB	counter_new	0.068	dense	A0@0	boarded
1RB0RB_1RC1RA_1LD1LC_0RA0LC	counter_boxfail	0.075	dense	A0@11	-
1RB0RB_1RC1RC_1LD0RC_0LD1LA	counter_new	0.057	dense	B0@1	boarded
1RB0RB_1RC1RD_0LC1LA_1LC0RD	counter_new	0.057	dense	B0@1	boarded
1RB0RC_0LA0RC_0LD1RB_1RC1LD	counter_new	0.072	sparse	A0@0	boarded
1RB0RC_0LB1RC_0LD0RC_1LA1LD	counter_boxfail	0.066	sparse	B0@1	-
1RB0RC_0LB1RC_0RD0LA_1LB1RD	counter_new	0.064	dense	A0@0	boarded
1RB0RC_0LB1RC_0RD0RA_1LB1LD	counter_new	0.078	dense	A0@0	no interior chain
1RB0RC_0LB1RC_1LB1LD_0RA1RA	counter_new	0.060	dense	A0@0	boarded
1RB0RC_0LB1RC_1LB1RD_0LA1LA	counter_new	0.060	dense	A0@0	boarded
1RB0RC_0LB1RC_1LB1RD_1LD0RA	counter_new	0.075	dense	A0@0	boarded
1RB0RC_0LB1RC_1LD0RA_1LB1RA	counter_new	0.071	dense	A0@0	no interior chain
1RB0RC_0LB1RC_1LD0RC_0LB1RA	counter_new	0.068	dense	A0@0	boarded
1RB0RC_0LB1RC_1LD0RC_1LB1RA	counter_new	0.071	dense	A0@0	no interior chain
1RB0RC_0LB1RC_1LD1RA_0RC0LD	counter_boxfail	0.057	dense	A1@9	-
1RB0RC_0LB1RC_1RD0LB_1LC0LA	counter_new	0.068	dense	A0@0	boarded
1RB0RC_0LB1RC_1RD0RA_1LD1LB	counter_new	0.073	dense	A0@0	boarded
1RB0RC_0LB1RC_1RD1LB_1LA0LA	counter_new	0.068	dense	A0@0	boarded
1RB0RC_0LC0RB_1LC1LD_1RA1RB	sweep_counter	0.335	dense	A0@0	-
1RB0RC_0LC0RB_1LD1LC_1LA0LB	counter_boxfail	0.056	dense	D1@21	-
1RB0RC_0LC0RB_1LD1LC_1LA1LB	counter_boxfail	0.056	dense	D1@21	-
1RB0RC_0LC1RD_0LC1LA_1LC0RD	counter_new	0.068	dense	B0@1	boarded
1RB0RC_0RC0LC_1LD0RB_1LD1RA	counter_new	0.073	dense	A0@0	boarded
1RB0RC_0RC0LD_0RD0RB_1LD1RA	counter_new	0.075	sparse	A0@0	boarded
1RB0RC_0RC0LD_1LD0RB_1LD1RA	counter_new	0.073	sparse	A0@0	boarded
1RB0RC_0RC0RB_1LC1LD_1RA1RB	bouncer_hybrid	0.494	sparse	A0@0	-
1RB0RC_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.334	dense	A1@4	-
1RB0RC_0RC1RD_0LC1LA_1LC0RD	counter_new	0.068	dense	B0@1	boarded
1RB0RC_1LA0LD_0RC1LB_1RC0LD	counter_new	0.065	dense	A1@2	boarded
1RB0RC_1LA0LD_1RC1LB_0LB0RC	counter_new	0.073	sparse	A1@2	boarded
1RB0RC_1LA0LD_1RC1LD_0LB0RC	counter_new	0.062	sparse	A1@2	boarded
1RB0RC_1LA0RD_0LC0RB_1LC0RD	counter_new	0.065	dense	A1@2	boarded
1RB0RC_1LA0RD_0LC0RB_1LC1RD	counter_new	0.062	dense	A1@2	boarded
1RB0RC_1LA1LC_1LB0RD_0LB1RD	counter_new	0.073	sparse	A1@2	boarded
1RB0RC_1LA1LC_1LB0RD_0LC1RD	counter_new	0.062	sparse	A1@2	boarded
1RB0RC_1LA1LD_0LB1RC_1LB0RC	counter_new	0.073	sparse	A1@2	boarded
1RB0RC_1LA1LD_0LD1RC_1LB0RC	counter_new	0.062	sparse	A1@2	boarded
1RB0RC_1LA1LD_0RC1LA_1RC0LD	counter_new	0.068	dense	A1@2,B0@1	boarded
1RB0RC_1LA1RC_0LD0RB_1RB1LD	counter_new	0.073	sparse	A1@2	boarded
1RB0RC_1LA1RC_0RC1LD_1LA0LD	counter_new	0.073	dense	A1@2,B0@1	boarded
1RB0RC_1LA1RC_1LD0RB_0RC0LD	counter_new	0.075	dense	A1@2	boarded
1RB0RC_1LA1RD_0LC1LA_1LC0RD	counter_new	0.068	dense	B0@1	boarded
1RB0RC_1LA1RD_0RD0LC_1LC0RB	counter_new	0.075	dense	A1@2	boarded
1RB0RC_1LA1RD_1RB1LC_0LC0RB	counter_new	0.073	sparse	A1@2	boarded
1RB0RC_1LB1LC_1RD0LC_0RD1LA	counter_new	0.068	dense	A1@5,B0@1	boarded
1RB0RC_1LB1RA_0RB0RD_0RC0LB	counter_new	0.075	sparse	A0@0	boarded
1RB0RC_1LB1RA_0RD0LB_0RB0RA	counter_new	0.076	sparse	A0@0	no anchor
1RB0RC_1LB1RA_0RD0LB_0RB0RC	counter_new	0.077	sparse	A0@0	boarded
1RB0RC_1LB1RA_0RD0LB_1LB0RC	counter_new	0.075	sparse	A0@0	boarded
1RB0RC_1LB1RA_0RD0LD_1LB0RC	counter_new	0.075	dense	A0@0	boarded
1RB0RC_1LB1RA_1LB0RD_0RC0LB	counter_new	0.073	sparse	A0@0	boarded
1RB0RC_1LB1RA_1LB0RD_0RC0LC	counter_new	0.073	dense	A0@0	boarded
1RB0RC_1LB1RA_1LD0RC_0LD1RB	counter_new	0.068	dense	A0@0	boarded
1RB0RC_1LB1RC_0RC1LD_1LA0LD	counter_new	0.070	dense	A1@14,B0@1	boarded
1RB0RC_1LB1RC_0RD0LB_0RB0RA	counter_new	0.077	sparse	A0@0	no anchor
1RB0RC_1LB1RC_1LD0RC_0LB1RA	sweep_counter	0.332	dense	A0@0	-
1RB0RC_1LB1RC_1RA1LD_0RC0LD	counter_new	0.062	dense	A1@7	boarded
1RB0RC_1LC0LD_1LB1RC_1RA1LD	sweep_counter	0.334	dense	A0@0	-
1RB0RC_1LC0RB_0LC0RD_1LA1RD	counter_new	0.062	dense	A1@5,D1@3	boarded
1RB0RC_1LC0RB_0LC1RD_0RB1LA	counter_boxfail	0.055	dense	A0@0,A1@4,D1@3	-
1RB0RC_1LC0RB_1LC1LD_1RA1RB	bouncer_hybrid	0.485	sparse	A0@0	-
1RB0RC_1LC0RD_0LC1RD_0RB1LA	counter_boxfail	0.071	dense	A0@0,A1@4,D1@3	-
1RB0RC_1LC0RD_1LA0LC_0RD1LC	counter_new	0.068	dense	B0@1	boarded
1RB0RC_1LC1LD_0LB1RC_1RA1LD	sweep_counter	0.332	dense	A0@0	-
1RB0RC_1LC1RA_0LD1RC_1RB1LD	sweep_counter	0.334	dense	A0@0	-
1RB0RC_1LC1RA_0RB0LC_------	counter_boxfail	0.058	dense	A1@7	-
1RB0RC_1LC1RA_0RD0LC_0RB1LA	counter_boxfail	0.065	dense	A1@17	-
1RB0RC_1LC1RA_0RD0LC_1LB0RB	counter_new	0.057	dense	A1@9	boarded
1RB0RC_1LC1RA_0RD0LC_1RA---	counter_new	0.067	dense	A1@5	boarded
1RB0RC_1LC1RA_1RD0LC_1LD0RB	counter_new	0.058	dense	A1@7	boarded
1RB0RC_1LC1RA_1RD1LB_0LC0RD	counter_new	0.064	sparse	A0@0	boarded
1RB0RC_1LC1RD_0LC1LA_1LC0RD	counter_new	0.068	dense	B0@1	boarded
1RB0RC_1LC1RD_0RB0LC_1RA0RD	counter_boxfail	0.069	dense	A1@18,D1@7	-
1RB0RC_1LC1RD_0RB0LC_1RB0LA	counter_boxfail	0.060	dense	A0@0,A1@8,D1@7	-
1RB0RC_1LC1RD_0RB0LC_1RB1LA	counter_boxfail	0.061	dense	A0@0,A1@8,D1@7	-
1RB0RC_1LC1RD_0RD0LC_1LC1RA	counter_boxfail	0.061	dense	A1@7	-
1RB0RC_1LC1RD_0RD0LC_1RA---	counter_new	0.061	dense	A1@5	boarded
1RB0RC_1LC1RD_1LA0LC_0RD1LC	counter_new	0.073	dense	A1@12,B0@1	boarded
1RB0RC_1RC0LA_1LD1RB_0RB0LD	counter_boxfail	0.073	dense	A0@17,A1@13,B1@16	-
1RB0RC_1RC0LD_1LB1RC_1RA1LD	sweep_counter	0.334	dense	A0@0	-
1RB0RC_1RC1LA_1LD0RC_0LD1RB	counter_new	0.057	dense	A0@0	boarded
1RB0RC_1RC1LB_0LB1RD_0LA0RC	counter_new	0.072	sparse	A0@0	boarded
1RB0RC_1RC1LB_0LB1RD_1RB1RA	counter_boxfail	0.076	sparse	A0@22	-
1RB0RC_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
1RB0RC_1RC1LD_0LB0RA_1RA1LB	counter_boxfail	0.068	dense	A0@0	-
1RB0RC_1RC1LD_0LB0RC_1LB0LA	counter_boxfail	0.060	dense	A0@5,A1@13,D1@12	-
1RB0RC_1RC1LD_0LB0RC_1LB0RA	counter_boxfail	0.062	dense	A0@0,A1@5,D1@4	-
1RB0RC_1RC1LD_0LB1RA_1LB0RA	counter_boxfail	0.073	dense	A0@0	-
1RB0RC_1RC1LD_0LB1RC_1RA1LD	sweep_counter	0.332	dense	A0@0	-
1RB0RC_1RC1LD_0LD0RC_1LB0LA	counter_boxfail	0.071	dense	A0@0,A1@4,D1@3	-
1RB0RC_1RC1LD_0LD0RC_1LB1LA	counter_boxfail	0.073	dense	A0@0,A1@4,D1@3	-
1RB0RC_1RC1LD_1LD0RA_1LB0LD	counter_boxfail	0.065	dense	C0@13	-
1RB0RC_1RC1RA_0LD1RC_1RB1LD	sweep_counter	0.334	dense	A0@0	-
1RB0RC_1RC1RD_0LC1LA_1LC0RD	counter_new	0.068	dense	B0@1	boarded
1RB0RD_0LB1LC_1RD0LC_0RD1LA	counter_new	0.065	dense	A1@5,B0@1	boarded
1RB0RD_0LB1RC_1LB1RD_1LA0RC	counter_new	0.075	dense	A0@0	boarded
1RB0RD_0LB1RC_1LC1RA_1LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB0RD_0LB1RC_1LD0RC_0LD1LA	counter_new	0.068	dense	B0@1	boarded
1RB0RD_0LB1RC_1LD1RA_0RC0LD	counter_boxfail	0.055	dense	A1@9	-
1RB0RD_0LB1RC_1RD1LA_1LB0RD	counter_new	0.057	dense	A0@0	boarded
1RB0RD_0LC0LB_1RC1RD_1LA1LB	bouncer_hybrid	0.495	sparse	A0@0	-
1RB0RD_0LC0RB_1LA1RC_1LC1LD	counter_new	0.073	dense	C1@2	boarded
1RB0RD_0LC0RB_1LD1RC_1LA1LC	counter_new	0.062	dense	C1@2	boarded
1RB0RD_0LC0RB_1LD1RD_1LA1LC	counter_new	0.062	dense	C1@2	boarded
1RB0RD_0LC0RC_0RC1LD_1LA0LD	counter_new	0.065	dense	B0@1	boarded
1RB0RD_0LC1RA_0LC1RD_1LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB0RD_0LC1RA_1LB1RC_1LB0RD	counter_new	0.073	dense	A0@0	no interior chain
1RB0RD_0LC1RA_1LB1RC_1LC0RD	counter_new	0.070	sparse	A0@0	boarded
1RB0RD_0LC1RA_1LB1RD_1LB0RD	counter_new	0.073	dense	A0@0	no interior chain
1RB0RD_0LC1RA_1LB1RD_1LC0RD	counter_new	0.070	sparse	A0@0	boarded
1RB0RD_0LC1RA_1LC1RD_1LB0RD	sweep_counter	0.332	dense	A0@0	-
1RB0RD_0LC1RB_1RA1LC_1LD1RB	sweep_counter	0.332	dense	A0@0	-
1RB0RD_0LC1RD_1LA1LC_0LC0RD	counter_boxfail	0.066	sparse	B0@1	-
1RB0RD_0RC0RA_1LC1RA_0RB0LC	counter_new	0.076	sparse	A0@0	no anchor
1RB0RD_0RC0RA_1LC1RB_0RB0LC	counter_new	0.066	sparse	A0@0	no anchor
1RB0RD_0RC0RD_1LC1RA_0RB0LC	counter_new	0.077	sparse	A0@0	boarded
1RB0RD_0RC1LA_1LD0RB_0LD1RC	counter_boxfail	0.060	dense	A0@9,A1@11,B1@10	-
1RB0RD_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.335	dense	A1@4	-
1RB0RD_0RC1RA_1LB0LC_1LC0RD	counter_new	0.068	dense	A0@0	boarded
1RB0RD_0RC1RC_1LD0RC_0LD1LA	counter_new	0.068	dense	B0@1	boarded
1RB0RD_0RC1RD_1LA1LC_0LC0RD	counter_boxfail	0.066	sparse	B0@1	-
1RB0RD_1LB0RC_0RC1LD_1LA0LD	counter_new	0.068	dense	B0@1	boarded
1RB0RD_1LB1LC_1RA1LC_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB0RD_1LB1LC_1RD0LC_0RD1LA	counter_new	0.065	dense	A1@5,B0@1	boarded
1RB0RD_1LB1RC_0RC1LD_1LA0LD	counter_new	0.073	dense	A1@14,B0@1	boarded
1RB0RD_1LB1RC_1LD0RC_0LD1LA	counter_new	0.068	dense	B0@1	boarded
1RB0RD_1LB1RC_1RA1LD_0RC0LD	counter_new	0.061	dense	A1@7	boarded
1RB0RD_1LC---_1RA1LB_0LB0RA	counter_new	0.073	dense	A0@0	boarded
1RB0RD_1LC---_1RA1LB_0LB0RD	counter_new	0.073	dense	A0@0	boarded
1RB0RD_1LC0LB_0RA0LD_1RD1RB	sweep_counter	0.334	dense	A0@0	-
1RB0RD_1LC0LB_0RB1RA_1LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB0RD_1LC0LC_1RA1LC_1LB1RD	sweep_counter	0.333	dense	A0@9	-
1RB0RD_1LC0RA_1RD1LB_0LC0RD	counter_boxfail	0.062	dense	A0@0,A1@23,B1@22	-
1RB0RD_1LC0RB_0LC1RD_0RB1LA	counter_boxfail	0.057	dense	A0@6,A1@4,D1@5	-
1RB0RD_1LC0RC_0RC1LD_1LA0LD	counter_new	0.065	dense	B0@1	boarded
1RB0RD_1LC0RD_0LB1RA_1LB0RB	counter_new	0.072	dense	A0@0	boarded
1RB0RD_1LC0RD_1LB1RA_0RB0LB	counter_new	0.075	dense	A0@0	boarded
1RB0RD_1LC0RD_1LC1RA_0RB0LB	counter_new	0.075	dense	A0@0	boarded
1RB0RD_1LC0RD_1LC1RA_0RB0LC	counter_new	0.075	sparse	A0@0	boarded
1RB0RD_1LC0RD_1RA1LB_0LB1RD	counter_new	0.061	sparse	A0@0	boarded
1RB0RD_1LC0RD_1RA1LB_0LC1RD	counter_new	0.071	sparse	A0@0	boarded
1RB0RD_1LC1LA_1RD1LB_0LC0RD	counter_boxfail	0.062	dense	A0@23,A1@25,B1@24	-
1RB0RD_1LC1LB_0RA0LB_1RB1RA	counter_boxfail	0.075	dense	A0@0	-
1RB0RD_1LC1LC_1RA1LC_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB0RD_1LC1RA_0LC1RD_1LB0RD	counter_new	0.071	dense	A0@0	no interior chain
1RB0RD_1LC1RA_0RB0LC_0LA---	counter_boxfail	0.062	dense	A1@7,D0@8	-
1RB0RD_1LC1RA_0RB0LC_0LC---	counter_boxfail	0.060	dense	A1@7,D0@8	-
1RB0RD_1LC1RA_0RB0LC_0LD0LB	counter_boxfail	0.062	dense	A1@7,D0@9,D1@10	-
1RB0RD_1LC1RA_0RB0LC_0LD0LC	counter_boxfail	0.062	dense	A1@7,D0@9,D1@10	-
1RB0RD_1LC1RA_0RB0LC_0LD0RB	counter_boxfail	0.061	dense	A1@7,D0@9,D1@10	-
1RB0RD_1LC1RA_0RB0LC_0LD0RC	counter_boxfail	0.060	dense	A1@7,D0@9,D1@10	-
1RB0RD_1LC1RA_0RB0LC_0LD1LA	counter_boxfail	0.062	dense	A1@36,D0@34,D1@37	-
1RB0RD_1LC1RA_0RB0LC_0LD1LC	counter_boxfail	0.062	dense	A1@7,D0@9,D1@10	-
1RB0RD_1LC1RA_0RB0LC_0LD1RA	counter_boxfail	0.062	dense	A1@7,D0@9,D1@10	-
1RB0RD_1LC1RA_0RB0LC_0LD1RC	counter_boxfail	0.060	dense	A1@7,D0@9,D1@10	-
1RB0RD_1LC1RA_0RB0LC_0RB---	counter_boxfail	0.058	dense	A1@7,D0@8	-
1RB0RD_1LC1RA_0RB0LC_0RC---	counter_boxfail	0.057	dense	A1@7,D0@8	-
1RB0RD_1LC1RA_0RB0LC_1LA---	counter_boxfail	0.062	dense	A1@7,D0@8	-
1RB0RD_1LC1RA_0RB0LC_1LB0LA	counter_boxfail	0.062	dense	A1@15,D0@8,D1@16	-
1RB0RD_1LC1RA_0RB0LC_1LB0LC	counter_boxfail	0.060	dense	A1@15,D0@8,D1@16	-
1RB0RD_1LC1RA_0RB0LC_1LB0RB	counter_boxfail	0.058	dense	A1@15,D0@8,D1@16	-
1RB0RD_1LC1RA_0RB0LC_1LB0RC	counter_boxfail	0.057	dense	A1@15,D0@8,D1@16	-
1RB0RD_1LC1RA_0RB0LC_1LB1LA	counter_boxfail	0.062	dense	A1@15,D0@8,D1@16	-
1RB0RD_1LC1RA_0RB0LC_1LB1LC	counter_boxfail	0.060	dense	A1@15,D0@8,D1@16	-
1RB0RD_1LC1RA_0RB0LC_1LB1RA	counter_boxfail	0.060	dense	A1@15,D0@8,D1@16	-
1RB0RD_1LC1RA_0RB0LC_1LB1RC	counter_boxfail	0.057	dense	A1@15,D0@8,D1@16	-
1RB0RD_1LC1RA_0RB0LC_1LC---	counter_boxfail	0.060	dense	A1@7,D0@8	-
1RB0RD_1LC1RA_0RB0LC_1LD0LC	counter_boxfail	0.060	dense	A1@15,D0@9,D1@16	-
